procedure,estimate,se,covered,selected_abs_t,rep,seed
Split selection and independent inference,0.04359077684538022,0.1182475326885503,1,0.36864005408208433,227,947940305
Same data selection and inference,0.21137682395543939,0.09026752884034323,0,2.3416706613216696,228,803897585
Split selection and independent inference,-0.2128339158300206,0.1371867382717845,1,1.5514175678436888,228,803897585
Same data selection and inference,-0.2373590618111051,0.08371599317557965,0,2.835289325341766,229,2012557408
Split selection and independent inference,-0.015927314997651643,0.11588809530269087,1,0.1374370245369096,229,2012557408
Same data selection and inference,0.11749291820433796,0.07708606924291884,1,1.5241783548994607,230,2448944494
Split selection and independent inference,-0.07677645224287152,0.12272507077478137,1,0.6255971315247204,230,2448944494
Same data selection and inference,0.2850219371939198,0.08059911499832534,0,3.5362911515820232,231,4085842731
Split selection and independent inference,0.3537365847442031,0.11734986698159226,0,3.014375677133839,231,4085842731
Same data selection and inference,0.2531420642850633,0.08633594587135175,0,2.9320587355615184,232,2788238174
Split selection and independent inference,0.17680316958301767,0.13225785298517376,1,1.3368065910070195,232,2788238174
Same data selection and inference,0.1232195856895997,0.08358493324340831,1,1.4741841730108347,233,4154883207
Split selection and independent inference,-0.03145398541080347,0.11291250183494686,1,0.2785695551833778,233,4154883207
Same data selection and inference,-0.163455210734274,0.08300390645847604,0,1.9692472042390552,234,4150818983
Split selection and independent inference,-0.07983223703325965,0.12576664996144438,1,0.634764757252685,234,4150818983
Same data selection and inference,-0.20360551574648533,0.07881084901232957,0,2.5834706553488878,235,3176658661
Split selection and independent inference,-0.08596371802157633,0.10639858743395732,1,0.8079404068680412,235,3176658661
Same data selection and inference,0.23223485282827666,0.0844587724669442,0,2.749683023384807,236,2425593149
Split selection and independent inference,0.17582921732433104,0.11787499459344043,1,1.491658327796994,236,2425593149
Same data selection and inference,0.19842701209397187,0.09301800703128299,0,2.1332107451758096,237,4194496938
Split selection and independent inference,-0.029186346293711415,0.1287105815314396,1,0.22675949363636574,237,4194496938
Same data selection and inference,0.2700790126198638,0.08441279622698693,0,3.1995032114991,238,2772479974
Split selection and independent inference,0.2699408443093112,0.12183773798384184,0,2.2155766249132993,238,2772479974
Same data selection and inference,0.21390112163091243,0.08802100353358012,0,2.4301145527079666,239,575274540
Split selection and independent inference,0.07238902744725269,0.12742955124621552,1,0.5680709595169554,239,575274540
Same data selection and inference,0.2122970055526518,0.0861710752621626,0,2.4636689852919895,240,140396734
Split selection and independent inference,0.05510154559764586,0.12717435247890746,1,0.4332756135462513,240,140396734
Same data selection and inference,0.244851526463177,0.07782576901023702,0,3.1461497853104388,241,1224186988
Split selection and independent inference,0.23858657829195126,0.11200168099814306,0,2.1302053341137523,241,1224186988
Same data selection and inference,0.17245723154365666,0.08108328880028841,0,2.1269146095988556,242,828315477
Split selection and independent inference,0.10808219190768137,0.11487956700243848,1,0.9408304255306531,242,828315477
Same data selection and inference,-0.19331156567926042,0.08735214577956221,0,2.213014505300104,243,797213995
Split selection and independent inference,-0.08618882228782149,0.1300116134251363,1,0.6629317183072342,243,797213995
Same data selection and inference,0.1849366709187957,0.09259727225838361,0,1.9972151058915435,244,3696062154
Split selection and independent inference,0.024794788227151414,0.14071977012433673,1,0.1761997493688578,244,3696062154
Same data selection and inference,-0.16593798142241287,0.08225427876819509,0,2.0173781097765264,245,3340372054
Split selection and independent inference,0.13025311274155105,0.11747434007041924,1,1.1087792675700212,245,3340372054
Same data selection and inference,0.24301883910742694,0.089930435613105,0,2.702298031257544,246,1148640379
Split selection and independent inference,-0.0855111395122681,0.12349774311924501,1,0.6924105441319814,246,1148640379
Same data selection and inference,0.20653075582266012,0.08632970000884302,0,2.39234881855844,247,109915679
Split selection and independent inference,-0.07886226635690591,0.12362104635258615,1,0.6379355998328848,247,109915679
Same data selection and inference,0.18760117191036974,0.08632279886549771,0,2.1732517292757976,248,3694925242
Split selection and independent inference,0.05370481898340092,0.13462668762116048,1,0.39891658877121217,248,3694925242
Same data selection and inference,-0.22506973983329706,0.08841330396536085,0,2.545654666649223,249,2556497973
Split selection and independent inference,-0.24388233373993895,0.12732902800723167,1,1.9153710474102388,249,2556497973
Same data selection and inference,-0.21259383277346594,0.08455313604625864,0,2.514322267800414,250,611953998
Split selection and independent inference,-0.06850675642352698,0.11578798387692553,1,0.5916568725848516,250,611953998
Same data selection and inference,-0.19314749261805012,0.08324265909868883,0,2.320294602663557,251,1811238185
Split selection and independent inference,0.0869201521723254,0.12492121659029405,1,0.6957997571973599,251,1811238185
Same data selection and inference,-0.1762928225358015,0.08132038430304028,0,2.1678798501350727,252,159672497
Split selection and independent inference,-0.08436914304648736,0.11626964258992156,1,0.725633460008594,252,159672497
Same data selection and inference,-0.1416142244557424,0.08457797576679067,1,1.6743628961541885,253,993660590
Split selection and independent inference,0.021875811793062104,0.11849016670618341,1,0.18462132682543111,253,993660590
Same data selection and inference,0.21722224567230494,0.08387453220553281,0,2.5898474776587284,254,914134274
Split selection and independent inference,-0.04122320860968355,0.11471704206209689,1,0.3593468578746062,254,914134274
Same data selection and inference,0.18837112644497594,0.0895769642408032,0,2.1028969673340527,255,688968663
Split selection and independent inference,-0.031834973363072214,0.12600838190890434,1,0.25264171224805326,255,688968663
Same data selection and inference,0.18412585765271672,0.08350853023012839,0,2.2048748450644795,256,2442745011
Split selection and independent inference,-0.03830091371720971,0.12478232557086769,1,0.3069418168156952,256,2442745011
Same data selection and inference,-0.1774100981328566,0.08353564633768257,0,2.1237651937916193,257,815420865
Split selection and independent inference,-0.0592252317537851,0.1271857470454803,1,0.4656593457174629,257,815420865
Same data selection and inference,-0.1678108124539752,0.0883308277717344,1,1.8997989341573243,258,867007802
Split selection and independent inference,-0.17106820935827718,0.1244498375973966,1,1.3745956817693414,258,867007802
Same data selection and inference,0.22571985616010737,0.09272956922626822,0,2.434173457760073,259,1218178708
Split selection and independent inference,0.06725350028511815,0.1303826806419415,1,0.5158162108187553,259,1218178708
Same data selection and inference,0.1920523201007053,0.08069864207009947,0,2.3798705303352894,260,3015686192
Split selection and independent inference,-0.09680342065021952,0.10869235893694093,1,0.8906184537441229,260,3015686192
Same data selection and inference,-0.3225585984458879,0.08429284808794381,0,3.8266425415992398,261,872146757
Split selection and independent inference,-0.3627216214414602,0.12122047172388994,0,2.9922472358270453,261,872146757
Same data selection and inference,0.1594141071597131,0.09196332381998858,1,1.733453082576207,262,2951551944
Split selection and independent inference,0.10441000431969442,0.12922204429451992,1,0.8079891081255883,262,2951551944
Same data selection and inference,0.24579573540854918,0.08565451101923995,0,2.8696181028146652,263,2424317653
Split selection and independent inference,0.2196791569217626,0.12369802091091682,1,1.7759310561643358,263,2424317653
Same data selection and inference,0.19489011504586382,0.08494308494898721,0,2.2943611615107407,264,1946832087
Split selection and independent inference,-0.002070904525774706,0.11861506846516702,1,0.01745903410562762,264,1946832087
Same data selection and inference,-0.2804548762519228,0.08500641822967582,0,3.29922001294269,265,2062725877
Split selection and independent inference,-0.321465641768764,0.12074708783790766,0,2.6623055472799755,265,2062725877
Same data selection and inference,-0.2173384602448573,0.09216040122968434,0,2.358262956160545,266,1978271982
Split selection and independent inference,0.1577079255425169,0.13406135108730455,1,1.1763862161870429,266,1978271982
Same data selection and inference,0.17539343004657243,0.0807789674807059,0,2.1712759585403867,267,3101595363
Split selection and independent inference,-0.005396076148014608,0.12061300023886352,1,0.04473876064212108,267,3101595363
Same data selection and inference,0.18073026263685166,0.08302076500611374,0,2.1769284181318067,268,1804721463
Split selection and independent inference,-0.03344553832336246,0.11521309982298937,1,0.29029284321615667,268,1804721463
Same data selection and inference,-0.15170814665370153,0.08904292437910342,1,1.7037641981276208,269,2912557242
Split selection and independent inference,-0.12173692632094524,0.11738199619786661,1,1.0371004946596551,269,2912557242
Same data selection and inference,0.3315238352043403,0.09229514980740759,0,3.5919962847032756,270,4484556
Split selection and independent inference,0.18994070877148728,0.13315235239959278,1,1.426491574114076,270,4484556
Same data selection and inference,-0.17710624803747219,0.08576774860439536,0,2.0649515805104857,271,3007934128
Split selection and independent inference,0.01178737846091335,0.1361213310417879,1,0.08659464589936124,271,3007934128
Same data selection and inference,-0.21899674393141724,0.09008239531174206,0,2.4310715004141485,272,2959238852
Split selection and independent inference,-0.13163382085936393,0.12006216421319411,1,1.0963805435459422,272,2959238852
Same data selection and inference,0.24569945467741378,0.08067389244332455,0,3.045588197569912,273,542438569
Split selection and independent inference,-0.07584652036648959,0.10635255309709486,1,0.7131612561970684,273,542438569
Same data selection and inference,-0.14063333151493404,0.08484659968102613,1,1.6575010907170538,274,4069847025
Split selection and independent inference,0.0847862722149417,0.11060737971786025,1,0.7665516752247128,274,4069847025
Same data selection and inference,0.15489192299712654,0.08160224493876964,1,1.8981331103494752,275,851806075
Split selection and independent inference,-0.008718215546142551,0.1120183794601189,1,0.07782843840591744,275,851806075
Same data selection and inference,-0.13975957732554228,0.08103718684342522,1,1.7246351060480005,276,4054021215
Split selection and independent inference,-0.06145901267037437,0.12938356348353702,1,0.47501406682305913,276,4054021215
Same data selection and inference,0.19849830112693645,0.09164462217713545,0,2.16595689317447,277,1320889164
Split selection and independent inference,-0.02940482087413062,0.13390877179185046,1,0.21958845922235667,277,1320889164
Same data selection and inference,0.17847673982397078,0.0914183931723159,1,1.9523066817369814,278,3700578186
Split selection and independent inference,0.0490592949980321,0.13160962023024414,1,0.37276374563048986,278,3700578186
Same data selection and inference,-0.22175217021443627,0.08468686103814393,0,2.618495567034378,279,4049789060
Split selection and independent inference,-0.18128883381660227,0.11659983800524563,1,1.5547949029607262,279,4049789060
Same data selection and inference,0.18398560426367552,0.07901117182497958,0,2.328602399053497,280,1538866372
Split selection and independent inference,0.0912391477641064,0.11278958618001618,1,0.8089323744701525,280,1538866372
Same data selection and inference,-0.20955736222911192,0.08093909460438627,0,2.5890747018283986,281,1656902450
Split selection and independent inference,-0.13489729155205554,0.10827112529240263,1,1.245921211105407,281,1656902450
Same data selection and inference,-0.164801771872028,0.08293865286783757,0,1.9870321758738836,282,1603685032
Split selection and independent inference,-0.08693799953037225,0.11666212534694516,1,0.7452118609345115,282,1603685032
Same data selection and inference,0.14059121997547125,0.09335023994200337,1,1.5060616883557851,283,3347532616
Split selection and independent inference,0.11477059510994557,0.12450559460982252,1,0.9218107464938854,283,3347532616
Same data selection and inference,0.2320336483018209,0.08920453533024487,0,2.601141830320702,284,1608607856
Split selection and independent inference,0.22906549968136147,0.12893238432143034,1,1.7766327745114665,284,1608607856
Same data selection and inference,0.1920881737886713,0.08256427527471576,0,2.3265289151940975,285,224553243
Split selection and independent inference,0.15507905772365507,0.117522533929058,1,1.3195687034562062,285,224553243
Same data selection and inference,0.2705394276624692,0.07943568118263902,0,3.405767076390309,286,3785585571
Split selection and independent inference,-0.02889821120001942,0.1120286160148577,1,0.2579538356180962,286,3785585571
Same data selection and inference,0.24153173417765572,0.09004451885608905,0,2.6823590957676897,287,1009099404
Split selection and independent inference,0.06065325961447968,0.13053790793907233,1,0.4646409657705651,287,1009099404
Same data selection and inference,0.13714166706094333,0.08105135373922998,1,1.6920342564810842,288,2979153257
Split selection and independent inference,0.036507058793278396,0.12041401137874633,1,0.3031794919484102,288,2979153257
Same data selection and inference,-0.24322559485829834,0.09553079695429995,0,2.546043816369005,289,1967287853
Split selection and independent inference,0.15054539989754118,0.13773645675422033,1,1.0929960262167726,289,1967287853
Same data selection and inference,0.17471603729341467,0.08160503585231735,0,2.140995778858582,290,3327478919
Split selection and independent inference,-0.09077010891194619,0.10972842438265103,1,0.8272251189482831,290,3327478919
Same data selection and inference,0.14971840166148956,0.09059827177701918,1,1.6525525125907157,291,303207084
Split selection and independent inference,0.15474945232997056,0.12345523016102701,1,1.2534864025454846,291,303207084
Same data selection and inference,0.14862142811093554,0.08247795286868272,1,1.8019534062340656,292,3317786221
Split selection and independent inference,-0.08185296105772143,0.11392089217271696,1,0.7185070226945123,292,3317786221
Same data selection and inference,-0.12883557183869349,0.08246932265932676,1,1.5622242027002147,293,543622032
Split selection and independent inference,0.024304845679172904,0.11892627082331497,1,0.20436902217578023,293,543622032
Same data selection and inference,0.24732362769735072,0.09049593347486147,0,2.7329805683042525,294,3723139653
Split selection and independent inference,-0.009257044888672903,0.12542730914035735,1,0.07380406190739498,294,3723139653
Same data selection and inference,-0.13503452684880202,0.08009170610424633,1,1.685998880746064,295,3277357159
Split selection and independent inference,-0.05428194576004712,0.10748265129152951,1,0.5050298360506201,295,3277357159
Same data selection and inference,-0.1538068520756035,0.07795932851707127,0,1.9729114526932257,296,3444464975
Split selection and independent inference,0.0008034873800005203,0.10726066673879017,1,0.007490978794279152,296,3444464975
Same data selection and inference,-0.23030708531708277,0.08771494407072722,0,2.6256311026246473,297,1854821413
Split selection and independent inference,-0.30067937849614007,0.12363139886715911,0,2.4320632238353745,297,1854821413
Same data selection and inference,-0.13125671413519296,0.08252095802817727,1,1.5905864070358293,298,3823471734
Split selection and independent inference,0.02727901769624394,0.10917625006567454,1,0.24986219695065873,298,3823471734
Same data selection and inference,-0.2143125750429253,0.08828262824293003,0,2.4275735703426817,299,1670545464
Split selection and independent inference,0.010405922634694052,0.12749497006145497,1,0.08161829937038459,299,1670545464
Same data selection and inference,-0.2537474959554107,0.08151580667727806,0,3.1128624778259226,300,3206860685
Split selection and independent inference,-0.10283595398505395,0.11565591260759656,1,0.8891543170296979,300,3206860685
Same data selection and inference,0.21764300061399283,0.09496896253125447,0,2.2917276846355574,301,1473435374
Split selection and independent inference,0.028405785744625486,0.1418316844599086,1,0.2002781385047635,301,1473435374
Same data selection and inference,0.186273578280645,0.08381756082193462,0,2.222369351410405,302,2025009465
Split selection and independent inference,-0.10248812815756964,0.12682049498141695,1,0.8081353741174662,302,2025009465
Same data selection and inference,0.23400532014338724,0.09168366695144448,0,2.552311964870647,303,866549581
Split selection and independent inference,0.12725150345095546,0.139447288084739,1,0.9125419733772633,303,866549581
Same data selection and inference,-0.2637742964360469,0.07763635256018547,0,3.3975616800333714,304,536905245
Split selection and independent inference,-0.2582977464050164,0.11076581775765455,0,2.3319265061550682,304,536905245
Same data selection and inference,0.20732032093026548,0.09105345294558131,0,2.2769078406523673,305,3702613330
Split selection and independent inference,-0.23485270394785876,0.13713285620505067,1,1.7125925212021438,305,3702613330
Same data selection and inference,-0.1535105873608737,0.07919743179526142,1,1.9383278457529303,306,1025873017
Split selection and independent inference,-0.06244563444892722,0.11641655621071142,1,0.5363982278938229,306,1025873017
Same data selection and inference,0.18919340503261173,0.08652175137251711,0,2.1866571357073497,307,1420733760
Split selection and independent inference,0.004078355637505598,0.12220542681225538,1,0.03337295031726529,307,1420733760
Same data selection and inference,-0.14829594540230942,0.0769239637271717,1,1.9278250653889166,308,3859281847
Split selection and independent inference,0.09429590546868123,0.11734054807890695,1,0.8036088718903112,308,3859281847
Same data selection and inference,0.1375583015672746,0.08284667177583842,1,1.6603962309973255,309,1037225184
Split selection and independent inference,-0.19104342649469572,0.12560933140036928,1,1.5209333921678216,309,1037225184
Same data selection and inference,0.21586014268380355,0.08059543976150248,0,2.6783170775241816,310,33948918
Split selection and independent inference,0.18568587544938184,0.1114765008045136,1,1.665695228225746,310,33948918
Same data selection and inference,-0.18627327033530416,0.08775208490975547,0,2.122721876373287,311,3857926275
Split selection and independent inference,-0.1660570209939993,0.12667631897914486,1,1.3108765895016086,311,3857926275
Same data selection and inference,-0.17010192496212242,0.08198487589461186,0,2.074796395139774,312,2577987446
Split selection and independent inference,-0.09225780072871789,0.12228301785812269,1,0.7544612681685599,312,2577987446
Same data selection and inference,-0.22942860576087878,0.08472345658057223,0,2.707970319207781,313,4203913918
Split selection and independent inference,-0.07463018747032253,0.123711067922216,1,0.6032620098085861,313,4203913918
Same data selection and inference,0.20835085632962957,0.08569889374632829,0,2.4311965676751366,314,1296263512
Split selection and independent inference,0.12404607390237381,0.12496245158875977,1,0.9926667757015389,314,1296263512
Same data selection and inference,-0.2264793853523585,0.08380355009022532,0,2.7025034751931662,315,3052232583
Split selection and independent inference,-0.2075975563499136,0.11925739393515178,1,1.7407520783390442,315,3052232583
Same data selection and inference,-0.2813817820833724,0.0780558051992026,0,3.604879628943305,316,3642199229
Split selection and independent inference,-0.2671565887424615,0.11253090719903361,0,2.374073002627991,316,3642199229
Same data selection and inference,0.16215179822523343,0.0835757744806856,1,1.940177033749257,317,2073921256
Split selection and independent inference,0.07204128251570249,0.1219954824602316,1,0.5905241822309829,317,2073921256
Same data selection and inference,0.17394096556038582,0.09019817640132871,1,1.9284310670146043,318,541498895
Split selection and independent inference,0.052439328098672945,0.12127278200930174,1,0.4324080575198712,318,541498895
Same data selection and inference,0.18205953318308807,0.08439394419025974,0,2.1572582598183665,319,4138352444
Split selection and independent inference,-0.0053767089148129285,0.12500145128617904,1,0.043013171923128,319,4138352444
Same data selection and inference,-0.1507536434974153,0.08600569040455099,1,1.752833362400846,320,2454778209
Split selection and independent inference,0.03318962423499065,0.13028445460490057,1,0.2547473859075605,320,2454778209
Same data selection and inference,0.16273512244707358,0.08989707740816553,1,1.8102381872571536,321,1891902217
Split selection and independent inference,-0.04699584604379602,0.12627546268844272,1,0.3721692642675012,321,1891902217
Same data selection and inference,-0.17146516480579438,0.0867722010802616,0,1.9760379784211584,322,3892109748
Split selection and independent inference,0.014092272763028383,0.13177604487939087,1,0.10694108155944772,322,3892109748
Same data selection and inference,-0.1502218235362428,0.08434800832476202,1,1.7809765342395432,323,4187151104
Split selection and independent inference,-0.15737197150996576,0.12142737391111894,1,1.296017252462012,323,4187151104
Same data selection and inference,0.18621353894533638,0.0849010900065749,0,2.1932997436300954,324,1479955206
Split selection and independent inference,-0.230961648518998,0.12411957024367004,1,1.8607996149646415,324,1479955206
Same data selection and inference,-0.2145948157646847,0.08309405809139415,0,2.582553081336507,325,4099696996
Split selection and independent inference,0.10310147172373858,0.11629182109696615,1,0.8865754336908249,325,4099696996
Same data selection and inference,0.17937168159648617,0.08639399989253564,0,2.076205313095866,326,25051013
Split selection and independent inference,-0.1198498324969021,0.12448764050284301,1,0.9627448316378445,326,25051013
Same data selection and inference,0.11829933794898016,0.07934429764298462,1,1.4909620661244813,327,903549356
Split selection and independent inference,0.23640267381342117,0.1169127475398134,0,2.022043607630697,327,903549356
Same data selection and inference,0.2384135295930514,0.08897255968306757,0,2.6796298818682187,328,1801229183
Split selection and independent inference,0.022603235069180987,0.12348576621677868,1,0.18304324264791066,328,1801229183
Same data selection and inference,-0.24625750802668864,0.08594883990046388,0,2.8651638383005045,329,3370980437
Split selection and independent inference,-0.1822408652016083,0.11885500031296456,1,1.533304149776942,329,3370980437
Same data selection and inference,0.25659157274507205,0.08824033714517004,0,2.907871627042134,330,167840116
Split selection and independent inference,-0.18474332350986775,0.1264992204475286,1,1.4604305295817896,330,167840116
Same data selection and inference,0.13288999250456865,0.08141845471890789,1,1.6321851472539366,331,3487129538
Split selection and independent inference,0.023180202636381528,0.12462982993331141,1,0.18599241167852912,331,3487129538
Same data selection and inference,0.3473548928515174,0.08905005223549933,0,3.9006702874571273,332,1614752301
Split selection and independent inference,0.2781441742520221,0.12801226270692342,0,2.17279320254511,332,1614752301
Same data selection and inference,-0.1881389252723878,0.08697179321618925,0,2.163217732037827,333,2641289525
Split selection and independent inference,-0.03971486397141615,0.12611347702358128,1,0.3149137182538396,333,2641289525
Same data selection and inference,0.1926135686909201,0.08494461479959158,0,2.267519478961087,334,3213492724
Split selection and independent inference,-0.060642625634411605,0.12711680074985504,1,0.4770622394261347,334,3213492724
Same data selection and inference,0.20260223886720183,0.08098438827905242,0,2.5017443876847474,335,1337221729
Split selection and independent inference,0.11723379555034205,0.11366754641807054,1,1.031374382967279,335,1337221729
Same data selection and inference,-0.23287032790925496,0.09536187543124569,0,2.4419646410703253,336,2103674058
Split selection and independent inference,0.3252113143428377,0.13224621450378576,0,2.4591351485038384,336,2103674058
Same data selection and inference,-0.22571009939634387,0.08354362739332781,0,2.7017033667174735,337,3388699764
Split selection and independent inference,-0.14110052455673008,0.12082344131680141,1,1.16782408296716,337,3388699764
Same data selection and inference,-0.2511247739050611,0.10755480891642791,0,2.3348539822165435,338,2144845868
Split selection and independent inference,0.016168479007350835,0.1455598874206061,1,0.11107784770835123,338,2144845868
Same data selection and inference,-0.341786411065351,0.08620359731421644,0,3.9648741086699943,339,3538672749
Split selection and independent inference,-0.39346381518452855,0.12579481461521624,0,3.1278222110192995,339,3538672749
Same data selection and inference,-0.26805139137394673,0.08683524464795263,0,3.086896253481872,340,3562987206
Split selection and independent inference,-0.20142033943382867,0.12200827447160843,1,1.6508744206582446,340,3562987206
Same data selection and inference,-0.15030718885577227,0.08476336154914843,1,1.7732565829001423,341,1020183885
Split selection and independent inference,0.21455054942630594,0.11474392020181601,1,1.8698206323171302,341,1020183885
Same data selection and inference,-0.1352666614278222,0.0875457092092598,1,1.5450975570315548,342,3960335318
Split selection and independent inference,0.005884085870167402,0.12020319948492292,1,0.048951158499782224,342,3960335318
Same data selection and inference,-0.1834723704622266,0.08224125845708101,0,2.2309042189325785,343,566009210
Split selection and independent inference,-0.1681911760376092,0.11159914881170345,1,1.5071008858803312,343,566009210
Same data selection and inference,0.17004523700874502,0.08677911509556516,1,1.9595179879569338,344,3940194606
Split selection and independent inference,0.2025401219783652,0.1258486839338661,1,1.6093940409007432,344,3940194606
Same data selection and inference,0.18326554440473344,0.07926950649012302,0,2.3119299276521716,345,3528008277
Split selection and independent inference,-0.05954230855425846,0.1086706281406962,1,0.5479153803838223,345,3528008277
Same data selection and inference,-0.18471951353995716,0.09283434530382056,0,1.989775582899006,346,3045281438
Split selection and independent inference,0.30990392339408296,0.13456070994040284,0,2.3030788372871984,346,3045281438
Same data selection and inference,-0.236971917716621,0.07777960240023832,0,3.046710325121113,347,2412918864
Split selection and independent inference,-0.18660464652129435,0.11539757747031698,1,1.617058612597769,347,2412918864
Same data selection and inference,0.17010226789692906,0.0819464810859671,0,2.075772695089627,348,1360264906
Split selection and independent inference,0.01902288333731872,0.11746029686691511,1,0.16195160275196674,348,1360264906
Same data selection and inference,0.24812500650477373,0.08372070919801397,0,2.9637231801024897,349,4071437225
Split selection and independent inference,0.09300743336275329,0.12035168091429549,1,0.7727971280183904,349,4071437225
Same data selection and inference,-0.16878921384509923,0.0796661706884556,0,2.1187062511786876,350,550220514
Split selection and independent inference,0.08918092417512527,0.11720174134545341,1,0.7609180815177782,350,550220514
Same data selection and inference,-0.2014405288953486,0.08601234498448976,0,2.3419955464727016,351,2647894322
Split selection and independent inference,-0.19906931675200845,0.1198821478907915,1,1.6605417925390669,351,2647894322
Same data selection and inference,-0.18367445275864389,0.08575055352164487,0,2.141962298963836,352,2391870829
Split selection and independent inference,0.06457648892166094,0.134105110221727,1,0.481536377061928,352,2391870829
Same data selection and inference,0.1953959226219318,0.07483826785868669,0,2.610909207451033,353,500331053
Split selection and independent inference,0.003361242469369322,0.11095276169546398,1,0.030294356066548796,353,500331053
Same data selection and inference,0.20193297837927443,0.0875176798467781,0,2.3073392568542648,354,2114530751
Split selection and independent inference,0.11754412983328347,0.12128888917398295,1,0.9691252894951671,354,2114530751
Same data selection and inference,-0.21018588465892338,0.10054168743399547,0,2.0905346829086007,355,1648808653
Split selection and independent inference,0.07230563221236265,0.14304562307738658,1,0.505472524477354,355,1648808653
Same data selection and inference,0.19600424348905035,0.07946031530156332,0,2.466693502853419,356,121967645
Split selection and independent inference,0.10095600706415887,0.1186410299514077,1,0.8509367046586485,356,121967645
Same data selection and inference,0.174028523772043,0.08252873157775717,0,2.108702271863663,357,32474160
Split selection and independent inference,-0.015752183415889714,0.11270469279660865,1,0.13976510671402767,357,32474160
Same data selection and inference,0.20193085916945755,0.08322307692285988,0,2.426380598215911,358,2028589372
Split selection and independent inference,0.0434413261542188,0.11055434916555706,1,0.3929409062791791,358,2028589372
Same data selection and inference,0.16414029882237477,0.08978226941871366,1,1.8282039414361515,359,2812461475
Split selection and independent inference,-0.0005498455119426893,0.12509124566954688,1,0.004395555492310104,359,2812461475
Same data selection and inference,-0.1422626722168786,0.0835803817886485,1,1.7021060346029677,360,2030904775
Split selection and independent inference,-0.0011938903004791953,0.11560929994148993,1,0.01032693997008394,360,2030904775
Same data selection and inference,-0.2014445007811015,0.09245428842671649,0,2.178855131644603,361,1045754220
Split selection and independent inference,0.09540148460505589,0.12394015532716536,1,0.7697383011440011,361,1045754220
Same data selection and inference,0.27499646191148436,0.0813254482683758,0,3.3814318613282017,362,3985292727
Split selection and independent inference,0.27892723457131574,0.1143420669017291,0,2.4394104648382715,362,3985292727
Same data selection and inference,0.17497053804165483,0.08903521371139875,0,1.9651835576967251,363,2991114414
Split selection and independent inference,-0.0124859905315143,0.12853138935518355,1,0.09714351174568356,363,2991114414
Same data selection and inference,-0.16569238641008768,0.07605459586683591,0,2.1785979469301067,364,1521929723
Split selection and independent inference,-0.15798949692480885,0.10576952993079637,1,1.4937146551391438,364,1521929723
Same data selection and inference,-0.16144145853915384,0.07701065147664805,0,2.096352328458197,365,2200587254
Split selection and independent inference,-0.09665327345282228,0.11219376889768329,1,0.861485217962208,365,2200587254
Same data selection and inference,-0.1737107324565081,0.08740060775401985,0,1.987523163973863,366,2217627022
Split selection and independent inference,0.023230921281128098,0.13129051898979424,1,0.17694287036015094,366,2217627022
Same data selection and inference,0.17516089129481086,0.08544271812804208,0,2.0500388462866974,367,924584848
Split selection and independent inference,-0.07432181263642461,0.1100897229397017,1,0.6751021862152575,367,924584848
Same data selection and inference,0.19897430315116102,0.08127754066120592,0,2.4480846926773734,368,3632645721
Split selection and independent inference,-0.1607087532974866,0.11470958858231842,1,1.401005402282984,368,3632645721
Same data selection and inference,0.12742543089277036,0.07918762533622366,1,1.6091583798823774,369,3797322691
Split selection and independent inference,-0.01443085196004505,0.11696398079857023,1,0.12337859793689113,369,3797322691
Same data selection and inference,0.22725461280812947,0.08480587353207295,0,2.679703696727839,370,1378807030
Split selection and independent inference,0.24247874218465,0.11926737191418292,0,2.03306854417084,370,1378807030
Same data selection and inference,-0.1458568140069654,0.08155169120149944,1,1.7885197947223397,371,1821180069
Split selection and independent inference,-0.023077006157745817,0.10753208387931754,1,0.21460577462299504,371,1821180069
Same data selection and inference,-0.2311196668371727,0.08228293071851261,0,2.8088409688253084,372,3935593168
Split selection and independent inference,0.04815356538165171,0.1267698728438481,1,0.37985023019598707,372,3935593168
Same data selection and inference,0.1880224937263884,0.07892206181583654,0,2.3823819271870534,373,1583729569
Split selection and independent inference,0.12485012054666306,0.10927480389067033,1,1.1425334670156522,373,1583729569
Same data selection and inference,0.25092873936093973,0.0858748102460795,0,2.922029622445606,374,3159089999
Split selection and independent inference,0.11903146903595477,0.12042960256192742,1,0.9883904497214154,374,3159089999
Same data selection and inference,0.17831846473930227,0.07989365575668173,0,2.2319477441660194,375,2570836310
Split selection and independent inference,-0.02344540342109479,0.11950359485921831,1,0.19618994264327147,375,2570836310
Same data selection and inference,-0.21721269813535096,0.08249631305605454,0,2.632998858843054,376,710523977
Split selection and independent inference,0.05151738853965515,0.11653660757669747,1,0.442070432724322,376,710523977
Same data selection and inference,-0.18639282660335163,0.08195466011036494,0,2.2743407922422487,377,2946500660
Split selection and independent inference,0.05802131274156877,0.11133306931277265,1,0.5211507515216981,377,2946500660
Same data selection and inference,0.17347324621522764,0.08188314566918194,0,2.118546433426985,378,1850972648
Split selection and independent inference,0.14021535951113998,0.11992153612081165,1,1.1692258458887974,378,1850972648
Same data selection and inference,-0.23217869224337387,0.08213082397317296,0,2.826937330121176,379,1507124464
Split selection and independent inference,-0.17959267996291162,0.12392006954380985,1,1.4492622593261186,379,1507124464
Same data selection and inference,0.21287236037114443,0.09352922787663184,0,2.275998264969429,380,2316449893
Split selection and independent inference,0.09930538755262323,0.13508098928670859,1,0.7351544290355184,380,2316449893
